id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,Finance_1.id,Finance_1.member_id,Finance_1.loan_amnt,Finance_1.funded_amnt,Finance_1.funded_amnt_inv,Finance_1.term,Finance_1.int_rate,Finance_1.installment,Finance_1.grade,Finance_1.sub_grade,Finance_1.emp_title,Finance_1.emp_length,Finance_1.home_ownership,Finance_1.annual_inc,Finance_1.verification_status,Finance_1.issue_d,Finance_1.loan_status,Finance_1.pymnt_plan,Finance_1.desc,Finance_1.purpose,Finance_1.title,Finance_1.zip_code,Finance_1.addr_state,Finance_1.dti
598958,0,01/09/99,1,69,NA,13,0,20617,0.596,23,f,0,0,15439.28186,15409.13,12800,2639.28,0,0,0,01/11/12,5365.47,,01/05/16,598958,768736,12800,12800,12775, 36 months,0.1435,439.66,C,C4,Gila River Gaming Enterprises,6 years,RENT,64000,Not Verified,01/10/10,Fully Paid,n,  Borrower added on 10/16/10 > Looking to pay off Credit Cards after banks raised rates this year.<br/>,credit_card,CC payoff,852xx,AZ,19.11
598855,1,01/12/01,1,13,NA,8,0,2613,0.198,18,f,0,0,1207.26,1201.24,700.51,310.73,0,196.02,2,01/05/11,169.03,,01/09/11,598855,768612,5000,5000,4975, 36 months,0.1323,169.03,C,C1,,6 years,MORTGAGE,60000,Not Verified,01/10/10,Charged Off,n,  Borrower added on 10/15/10 > I need the loan for more inventory  I have been in the business for 6 years <br/>Thank You<br/>,small_business,market business,900xx,CA,5.66
598702,0,01/06/04,1,NA,NA,7,0,15899,0.719,33,f,0,0,17563.78,17471.02,12593.27,4633.07,0,337.44,60.7392,01/06/15,314.32,,01/12/15,598702,768431,15000,14175,14100, 60 months,0.1186,314.32,B,B5,MAPLEWOOD BEVERAGE PACKER LLC,6 years,RENT,50000,Not Verified,01/10/10,Charged Off,n,  Borrower added on 10/16/10 > 1. this loan will be use to pay off my high interest debts<br/>2. i always make my monthly payments mostly a week before the  due    date<br/>3. i have been at my current job for almost 6years and i am permanently employed and this job always progresses in each year<br/>4. my monthly budgets are always within my limit so as to enable me to make my monthly payments. I am good borrower.<br/>,debt_consolidation,PERSONAL LOAN,088xx,NJ,19.08
598545,0,01/04/07,2,NA,NA,4,0,8706,0.534,4,f,0,0,15358.88161,15322.03,10775,4583.88,0,0,0,01/04/14,4732.45,,01/01/15,598545,768194,14400,10775,10749.46704, 60 months,0.1682,266.75,E,E2,self employed,6 years,MORTGAGE,60000,Source Verified,01/10/10,Fully Paid,n,"  Borrower added on 10/16/10 > Loan is for a semi trailer. I have been an owner operator for 6 years, being leased to other truck companies, making on average 1.20 per mile. Now I'm going to start my own authority. <br/>   For those of you who are not familiar with trucking, this means basically I will earn alot more per mile, but need your own trailer to do so.....<br/>",major_purchase,ownauthoritytrailer,480xx,MI,4.68
598310,0,01/06/04,0,NA,NA,10,0,9554,0.65,13,f,0,0,12582.76222,12551.31,10000,2582.76,0,0,0,01/11/13,375.33,,01/10/13,598310,767910,10000,10000,9975, 36 months,0.1558,349.51,D,D3,VI DataPrint  LLC,6 years,RENT,33900,Source Verified,01/10/10,Fully Paid,n,  Borrower added on 10/15/10 > This loan is a debt consolidation loan to better manage a collection of six credit lines that due to a string of emergencies in the past year have gotten difficult to manage in their separate debts. I would much rather settle this situation in 3 years or less instead of 7.<br/>,debt_consolidation,Clump the Cards,601xx,IL,12.21
598235,1,01/05/95,1,23,NA,7,0,11915,0.779,20,f,0,0,7155.881815,7155.88,5000,2155.88,0,0,0,01/05/14,2103.73,,01/05/14,598235,767827,5000,5000,5000, 60 months,0.1682,123.78,E,E2,Blaze Courier,6 years,MORTGAGE,576000,Source Verified,01/10/10,Fully Paid,n,  Borrower added on 10/18/10 > This loan is for my vacation I am planing to take with my wife and also take care of some bills.<br/>,renewable_energy,Personal loan,700xx,LA,1.18
598111,0,01/09/99,1,NA,NA,10,0,16160,0.352,35,f,0,0,14611.56897,14166.66,12325,2286.57,0,0,0,01/11/15,243.29,,01/10/15,598111,767680,20000,12325,11985.61252, 60 months,0.0691,243.53,A,A5,FINRA,6 years,MORTGAGE,100000,Verified,01/10/10,Fully Paid,n,"  Borrower added on 10/20/10 > I'm getting married within a year and I want to surprise my fianc&eacute; with a brand new bathroom and kitchen! I truly appreciate your investment. Thank you so much!<br/> Borrower added on 10/20/10 > Furthermore, I am a great candidate for this loan because I never missed a payment on a credit card or anytime on my mortgage.<br/> Borrower added on 10/22/10 > Presently, other than my mortgage and few other monthly expenditures, I do not have any costly expenses (I don&rsquo;t have a car). Thus, this loan from Lending Club would be very easy for me to pay for on a monthly basis!<br/> Borrower added on 10/23/10 > My Monthly Expenses:<br/>Mortgage: $992<br/>Electric: $70-$100<br/>Cable TV/Internet: $125<br/>Cell Phone: $80<br/>Credit Card #1: $100-$200 (approx. $5,000 balance remaining; 8.24% APR)<br/>Credit Card #2: $100-$200 (approx. $7,000 balance remaining; 7.21% APR)<br/>Raymour &amp; Flanigan Furniture Credit Line: $150 (approx. $2,500 remaining) <br/><br/>Savings:<br/>Savings Account: $7,000+<br/>401K: $60,000 (Eligible for a 401K loan via my employer; I can rely on 50% of these funds if necessary) <br/>Fidelity Investments: $5,000+<br/><br/>I live with my fianc&eacute; who is a registered nurse at a hospital. Her annual salary is $75,000. Our combined income is $175,000 (excluding my bonus).  My annual bonus ranges from $15,000-$25,000.<br/><br/>I&rsquo;m a senior investigator at FINRA (previously known as NASD) and work with attorneys to help combat fraud on Wall Street. I have been working there for about 6 years.<br/><br/>I have no other loans or debts of any kind. I have never missed a payment of any kind.<br/>",home_improvement,Bathroom/Kitchen remodeling,113xx,NY,5.05
597931,0,01/06/96,3,NA,NA,10,0,11981,0.34,45,f,0,0,13337.92348,13176.86,12000,1337.92,0,0,0,01/02/13,3675.11,,01/07/14,597931,767474,12000,12000,11861.1528, 36 months,0.0751,373.33,A,A4,CitiGroup,6 years,MORTGAGE,33000,Verified,01/10/10,Fully Paid,n,,debt_consolidation,Credit Cards,410xx,KY,12.22
597589,0,01/08/01,1,76,NA,12,0,12107,0.298,31,f,0,0,10764.51942,10733.05,10000,764.52,0,0,0,01/05/12,5570.52,,01/05/12,597589,767043,10000,10000,9971.198894, 36 months,0.0654,306.68,A,A4,flavourcafe,6 years,MORTGAGE,108000,Not Verified,01/10/10,Fully Paid,n,,home_improvement,home improvments,121xx,NY,8.16
363859,0,01/08/05,3,NA,NA,5,0,7333,0.719,6,f,0,0,9749.634765,7822.89,7750,1999.64,0,0,0,01/12/11,283.68,,01/04/16,363859,373923,7750,7750,6259.310143, 36 months,0.1557,270.83,E,E3,Pacific Waterjet Cutting Inc.,6 years,RENT,30000,Verified,01/12/08,Fully Paid,n,I would like to use this loan to consolidate my debt in one monthly payment and also get a better interest rate. All of my credit cards have 21% APR or above so any rate below that would be great.  I am a full time production manager at a manufacturing plant and have been employed there for the past six years. I am very hard work and responsible with my finances. I have never been late or delinquent on any payment and I plan to pay this loan off as soon as possible. Thanks for your consideration.  - Todd,debt_consolidation,Consolidate debit with lower rate,959xx,CA,23.12
597499,0,01/10/97,0,37,NA,8,0,5918,0.384,28,f,0,0,7911.242628,7819.96,6500,1411.24,0,0,0,01/11/13,236.32,,01/03/16,597499,766937,6500,6500,6425, 36 months,0.1323,219.74,C,C1,Shake-N-Go ,6 years,RENT,70000,Source Verified,01/10/10,Fully Paid,n,,credit_card,Eunah Loan,113xx,NY,6.53
597088,0,01/10/00,0,27,NA,11,0,968,0.138,36,f,0,0,11199.42287,11120.92,10700,499.42,0,0,0,01/04/11,10266.25,,01/04/11,597088,766420,15000,10700,10625, 60 months,0.1149,235.27,B,B4,Gerdau Ameristeel,6 years,MORTGAGE,91000,Not Verified,01/10/10,Fully Paid,n,"  Borrower added on 10/12/10 > I have recently accepted a promotion from my current employer, which requires me to relocate to an out-of-state division.  The company is offering some incentives toward the sale of my current residence but these incentives do not cover the entire negative equity on my mortgage.  My property has depreciated approximately $100K in the past 2 years.  The funds I am asking for will help me complete the sale of my current residence without having to explore short sale options.  I am a strong believer in fulfilling my financial obligations to avoid any more negative effects on lenders, fellow homeowners or taxpayers.  Your help in funding this request will allow me to get past this short term financial crunch.  I fully expect that the requested loan funds will be paid in full several years prior to maturity.<br/>",moving,Relo - Closing Negative Equity Mortgage,322xx,FL,10.64
597005,0,01/02/03,1,56,NA,12,0,6381,0.575,21,f,0,0,8169.2,8118.08,6135.99,1929.62,0,103.59,2.1,01/05/13,49.01,,01/09/13,597005,766327,8000,8000,7950, 36 months,0.1521,278.15,D,D2,Kaiser Permanente,6 years,RENT,50000,Source Verified,01/10/10,Charged Off,n,"  Borrower added on 10/13/10 > I am requesting this loan because I have several accounts that I pay more than the monthly payment which equals to $700 monthly and I am left living paycheck to paycheck. If I am given this loan I can pay all my debt and be able to pay a lower monthly payment to just one account (this loan). I can definitely afford the monthly payment on the presented loan. I just want to get rid of these debts on my account and pay one monthly payment to this loan if given. My credit is decent and I make about $2000.00 monthly. I do not pay rent my husband handles rent I pay for my credit accounts ($700.00), my car payment ($636.01) and neccesities for myself and my family. Which leaves about a $600.00 a month for myself, my son and my husband to whatever groceries, neccesities and etc. needed. Please understand my brief description and give the most consideration to my account if possible. I would greatly appreciate it. Please contact me if you have any questions or concerns. I greatly appreciate it! Thank you!<br/><br/>Robyn<br/> Borrower added on 10/13/10 > I also assure you that I am a very responsible &amp; reliable adult. I haven't been late on any of my bills since 2004 (I turned 18 in 2003 and made some immature mistakes) I try to pay more than the minimum payment. I work part time, I go to school full time for my Bachelors in Nursing which I will be getting in 2012 and I am 1st time mother of a 15 month old. This is another brief description about me to help guide you to make any amount of consideration on your decision about my loan. Please feel free to contact me for any questions or concerns. I will greatly appreciate everything and anything that you plan to offer. I hope my additional information will help you make your decision more easy and comfortable. Thank you.<br/> Borrower added on 10/14/10 > To clear any confusion, I saw that my profile stated I make $4167/monthly this includes mine's and my husband's monthly income. His monthly income goes all to rent, utilities, cable, &amp; phones. I apologize if that has caused any confusion because I stated above that I make about $2000/monthly. I also wanted to take the time to break down my monthly expenses to help give you an idea how I manage my finances.<br/>Credit Cards: <br/>Chase $1997 Monthly payment (MP): $200-$300 <br/>Kay Jewelers $2200 MP: $225-$300<br/>Orchard $286 MP: $30-$50<br/>Capital $741 MP: $100-$125<br/>Rewardzone $733 MP: $100-$125<br/>TOTAL MP: $655-$900 plus $636 monthly car payment = $1291-$1536 TOTAL towards debt and car <br/>Which then leaves $464-$709 for everything else such as gas, groceries, food, necessities and things that are needed.<br/><br/>If I am approved for this loan it will help improve my credit score because all my cards would be paid off, I would be able to make a much more affordable monthly payment towards one account (this loan) and my family and I wouldn't have to struggle living paycheck to paycheck. <br/><br/>The reason why I got in so much debt was because of school. My first 2 years of college, I did not qualify for financial aid so I had to use my cards to help pay for my books, school supplies and school expenses. Now that I am working part-time I qualify for grants but I am still left with these debts. I would love to just consolidate them all into one lower monthly payment and get out of having to keep up with all of them. This loan will definitely do that. Thank you again for your time and consideration. I appreciate it all greatly!<br/>",debt_consolidation,Improve credit with debt consolidation,945xx,CA,14.54
596952,0,01/08/00,0,NA,NA,8,0,11429,0.476,17,f,0,0,9009.563684,8784.32,8000,1009.56,0,0,0,01/11/13,264.84,,01/10/13,596952,766263,8000,8000,7800, 36 months,0.0788,250.25,A,A5,City Of Phoenix,6 years,MORTGAGE,79200,Verified,01/10/10,Fully Paid,n,,debt_consolidation,Credit Card Payoff,850xx,AZ,19.26
596578,0,01/10/00,3,NA,NA,5,0,9501,0.731,11,f,0,0,16564.81683,16371.56,15000,1564.82,0,0,0,01/08/11,11967.47,,01/08/11,596578,765810,15000,15000,14825, 36 months,0.1398,512.52,C,C3,,6 years,MORTGAGE,48000,Source Verified,01/10/10,Fully Paid,n,"  Borrower added on 10/12/10 > I've been a freelance web-marketer for the past 6 years helping small business owners create and market their websites. I started focusing on the massively popular WordPress software for building websites a year ago and business has been booming ever since. There are over 300 million websites built in WordPress, and the market is hungry for information and services.<br/><br/>We provide WordPress related products that people can purchase to learn WordPress themselves, such as Video Tutorials, or we can provide a full-range of services including web design, development, SEO, AdWords, Analytical systems, and much more. The business also has a huge opportunity in affiliate marketing of WordPress related services, such as hosting and domain names.<br/><br/>The business is growing far faster than I can keep up with and I desperately need to get an office space with some help. The loan I am seeking is to lease and equip the office, hire a few staff people, and start a marketing campaign to drive new business.<br/><br/>I&rsquo;ve been profitable every year in business and believe fully in repaying my debts. I honestly think this is a low-risk loan and hope you think so too :)<br/><br/>Thanks!<br/>",small_business,Booming Web-Marketing Business,606xx,IL,6.08
596559,0,01/01/03,0,NA,NA,6,0,6973,0.581,9,f,0,0,8589.376819,8589.38,7000,1589.38,0,0,0,01/02/14,3010.86,,01/04/14,596559,765788,7000,7000,7000, 60 months,0.0962,147.43,B,B3,Chili's Restaurant,6 years,RENT,24000,Source Verified,01/11/10,Fully Paid,n,"  Borrower added on 10/27/10 > I would like to thank all of those who've invested so far. You have no idea how much this means to me and my family. thank you so much.<br/>This loan will help me get my direct sales/network marketing. The loan is going towards office supplies, new computer, video camera, advertising using postcards and mailings, and to form an LLC. <br/>Eventually I want to invest in residential short sales and expand into Commercial investing/short-sales. <br/><br/>Thanks again for helping my family and I.<br/>",small_business,Business Loan,840xx,UT,12.8
596459,0,01/12/99,2,NA,NA,15,0,27,0.001,24,f,0,0,5120.585637,5094.98,5000,120.59,0,0,0,01/03/11,4656.53,,01/05/16,596459,765679,5000,5000,4975, 36 months,0.0751,155.56,A,A4,The State of New Jersey,6 years,RENT,43000,Not Verified,01/10/10,Fully Paid,n,,credit_card,Mikes Personal Loan,086xx,NJ,12.36
596397,2,01/04/95,0,15,114,12,1,7228,0.422,30,f,0,0,6250.966659,6250.97,5100,1150.97,0,0,0,01/11/13,180.56,,01/11/13,596397,765611,5100,5100,5100, 36 months,0.1372,173.62,C,C5,sorrell dev,6 years,RENT,40000,Not Verified,01/10/10,Fully Paid,n,,car,boat,331xx,FL,18.24
596091,0,01/02/97,0,74,113,7,1,3055,0.121,13,f,0,0,11339.58858,11017.99,9650,1689.59,0,0,0,01/11/15,188.58,,01/05/16,596091,765250,16000,9650,9410.187891, 60 months,0.0654,189,A,A4,peerless instrument,6 years,RENT,64000,Source Verified,01/10/10,Fully Paid,n,"  Borrower added on 10/18/10 > a first level investment in the continuing movie series The Wizard of Oz. &quot;Dorathy of Oz&quot; &amp; &quot;The Emerald City of Oz&quot; with all intelectual rights for the movies, DVD sales &amp; merchandizing.<br/> Borrower added on 10/22/10 > I've been with Peerless Instrument for 6-1/2 years. I've received 3 raises for going above &amp; beyond the call. Peerless is a good company to work for. I am appreciated here I live locally which makes this company ideal for me. The loan is for an investment whose purpose is to help augment my retirement account. This venture is a very low risk investment. Though I have not personally met any of the people involved, my brother-in-law has met several of them from the Managing members of the venture to the Director, a producer &amp; some of the animators at there studio in Hollywood. Even if the movies do not do significant business sales, the merchandising alone should more than recover the loan. This is for 2 movies &amp; merchandizing. It&rsquo;s a rare opportunity &amp; I am trying to put as much into this as I can. If the franchise is picked up by a studio after the original 2 movies are out, the fun continues. All investors still get shares of the merchandizing. Dorothy of Oz , the book, sold over 13 million copies so there is a fan base. Not to mention Glee&rsquo;s, Lea Michele&rsquo;s (voice of Dorothy) fan base. Most of the crew making the movie are from Disney, Pixar&rsquo;s &amp; Amblin studios.<br/> Borrower added on 10/22/10 > I originally wanted to borrow $20K but given the interest &amp; monthly payments, I opted for the best suitable loan amount that would not interfere with my monthly obligations.<br/>",other,OZ,117xx,NY,2.34
595153,0,01/06/95,0,NA,NA,13,0,35673,0.591,45,f,0,0,21549.89825,21373.74,18350,3199.9,0,0,0,01/10/13,639.94,,01/05/16,595153,764154,25000,18350,18200, 36 months,0.1075,598.59,B,B2,salesforce.com,6 years,RENT,129996,Verified,01/10/10,Fully Paid,n,"  Borrower added on 10/08/10 > Consolidate high interest cards &amp; pay off in 3 years!<br/> Borrower added on 10/08/10 > Consolidate high interest cards.<br/> Borrower added on 10/13/10 > Consolidate high-interest credit cards and close the credit cards.<br/> Borrower added on 10/16/10 > 4% raise expected 12/1.<br/>Starting sixth year in strong, growing company 10/31.<br/>Spending according to budget (medical expense excepted).<br/>Fully funded bonus expected 3/31/11.<br/> Borrower added on 10/19/10 > Employer salesforce.com is hiring more technical writers, and I am considered a high-value member of the team (per my boss). <br/>Budget = Fixed Expenses $3150, debt payback $2500 until debt paid off. The rest goes to savings and variable expenses.<br/>",debt_consolidation,Mysti Debt Consolidation Loan,941xx,CA,19.16
594908,0,01/02/05,0,NA,NA,16,0,18811,0.8,23,f,0,0,20622.24976,20622.25,16750,3872.25,0,0,0,01/03/12,13839.66,,01/05/16,594908,763856,16750,16750,16750, 60 months,0.1793,424.71,E,E5,Davis Polk,6 years,RENT,55000,Verified,01/10/10,Fully Paid,n,  Borrower added on 10/20/10 > Thank you to all the investors!<br/>,debt_consolidation,payoff,113xx,NY,21.64
594305,0,01/08/99,0,NA,NA,8,0,0,0,17,f,0,0,11981.76044,11981.76,11000,981.76,0,0,0,01/05/12,5444.14,,01/06/12,594305,763167,11000,11000,11000, 36 months,0.0751,342.22,A,A4,Sherwin Williams ,6 years,MORTGAGE,59500,Not Verified,01/10/10,Fully Paid,n,  Borrower added on 10/07/10 > We are outgrowing a 1600 sq ft house and want to add on a guest room/office this winter.<br/>,home_improvement,Room Addition,786xx,TX,9.42
594196,0,01/10/94,2,NA,NA,8,0,25463,0.522,24,f,0,0,26026.32956,25623.51,19999.99,6026.34,0,0,0,01/09/14,5908.49,,01/09/14,594196,763032,20000,20000,19692.19803, 60 months,0.1149,439.76,B,B4,first Transit,6 years,MORTGAGE,103000,Verified,01/10/10,Fully Paid,n,  Borrower added on 10/07/10 > funds will be used to payoff a Chase Credit Card amount of 20k<br/> Borrower added on 10/07/10 > the funds wil be used to pay off a chase CC <br/>I have excellent credit around 720 - 750<br/>My monthly budget 1800 per month<br/>I work for a transit comp. I am in the Paratransit division. Been with this company for 6 yrs. Most accounts are federal funds. So job is very stable<br/>,debt_consolidation,CHASE CC ,891xx,NV,7.76
594022,0,01/09/04,2,NA,NA,6,0,10506,0.23,16,f,0,0,8286.002569,8286,8000,286,0,0,0,01/03/11,7504.05,,01/05/15,594022,762822,8000,8000,8000, 36 months,0.1112,262.37,B,B3,US Army,6 years,MORTGAGE,50000,Source Verified,01/10/10,Fully Paid,n,,debt_consolidation,Debt Consolidation,984xx,WA,6.72
593940,0,01/08/03,1,33,NA,9,0,3393,0.129,11,f,0,0,8960.175368,8955.56,8000,960.18,0,0,0,01/10/13,281.99,,01/10/13,593940,762712,8000,8000,7996.251131, 36 months,0.0751,248.89,A,A4,SUPERIOR PLUMBING,6 years,RENT,24996,Source Verified,01/10/10,Fully Paid,n,,other,DEBT CONSOLIDATION,025xx,MA,22.23
593916,1,01/07/03,2,17,NA,10,0,7646,0.411,12,f,0,0,6968.33,6968.33,5000,1968.33,0,0,0,01/06/15,578.69,,01/05/16,593916,762686,5000,5000,5000, 60 months,0.1398,116.29,C,C3,ASM Research,6 years,MORTGAGE,73000,Source Verified,01/10/10,Fully Paid,n,,debt_consolidation,Furnace Credit Card Loan,212xx,MD,14.01
593880,0,01/08/06,2,NA,NA,5,0,2824,0.689,9,f,0,0,9582.358347,9582.36,6400,3182.36,0,0,0,01/10/15,170.73,,01/10/15,593880,762643,6400,6400,6400, 60 months,0.1719,159.72,E,E3,,6 years,RENT,54000,Not Verified,01/10/10,Fully Paid,n,"  Borrower added on 10/08/10 > we have relatives visiting us from europe, only staying for 2 weeks, we would love to take them on vacation, so we are kind of in a hurry with the loan. please help us out asap. thanks<br/> Borrower added on 10/09/10 > please please, we are reliable people who just can't afford to take grandma and grandpa on vacation with grandchildren. really could use the money by monday, tuesday latest.thank you....<br/>",vacation,vacation,800xx,CO,10.04
593562,0,01/10/98,1,NA,NA,13,0,5519,0.327,31,f,0,0,12657.56032,12491.9,11625,1032.56,0,0,0,01/04/12,6851.86,,01/04/16,593562,762262,16000,11625,11473.13905, 36 months,0.0788,363.65,A,A5,URS Corporation,6 years,MORTGAGE,80000,Source Verified,01/10/10,Fully Paid,n,,moving,Tony,787xx,TX,2.94
593417,0,01/11/95,3,NA,NA,17,0,23988,0.703,39,f,0,0,10976.18,10576.06,6459.91,4503.05,0,13.22,0,01/10/12,457.42,,01/04/16,593417,762089,20000,20000,19777.23175, 60 months,0.1323,457.42,C,C1,Target,6 years,RENT,110000,Verified,01/10/10,Charged Off,n,,debt_consolidation,Home Sale,109xx,NY,23.98
591438,0,01/12/01,1,NA,NA,9,0,27653,0.668,16,f,0,0,10922.38581,10863.35,9250,1672.39,0,0,0,01/11/13,362.33,,01/05/16,591438,759646,9250,9250,9200, 36 months,0.1112,303.36,B,B3,Colorado State University,6 years,MORTGAGE,42000,Source Verified,01/10/10,Fully Paid,n,"  Borrower added on 10/13/10 > With this loan, I plan to pay down my Bank of America credit cards which currently total over $11,500 with interest rates of 19.99 and 20.99%- I make average monthly payments on these cards of $400 per month, never missing a payment in the 8 years that I've had the cards, and still gain little ground over time due to high interest charges. I would be happy to pay smart investors rather than BOA and get rid of this debt for good.<br/>I recently graduated at the top of my class with my MBA last spring (3.9 GPA) and was promoted into the Dean's Office of the College of Veterinary Medicine and Biomedical Sciences as a College Coordinator. Along with this position, my pay will increase from $42,000 to $50000 per year sometime in the next 2 months with pay retroactive to July 1, 2010. I plan to use the extra income to make progress on my goal of becoming debt-free in the next 3 years. Lending Club can help me accomplish my goal.<br/>Also, I am coming up on my three year anniversary with my husband, a successful small business owner, and my one year anniversary of being a new home owner. My husband and I split the bills- he cover the monthly mortgage and pays our stepson's after school care costs and I cover groceries, insurance and utilities. We both own our cars and have committed to operating on a cash budget rather than access credit.<br/>I have an outstanding job that I love with great income potential (similar employees in my role earn in the $90,000 range) and a wonderful family. Please help me achieve my financial goals and get ahead on eliminating my debt quickly. I hope to someday soon pay it forward by helping those in positions similar to mine.<br/><br/>Thank you.<br/>",debt_consolidation,Bank of America consolidation loan,805xx,CO,24.09
590869,0,01/12/96,3,NA,NA,15,0,22595,0.34,32,f,0,0,8722.47,8543.01,7595.47,990.64,0,136.36,2.15,01/04/13,26.6,,01/08/13,590869,758930,10000,10000,9796.198894, 36 months,0.0654,306.68,A,A4,Vinculums,6 years,MORTGAGE,92040,Verified,01/10/10,Charged Off,n,,credit_card,Nordstrom,917xx,CA,10.07
590568,0,01/01/01,1,43,NA,11,0,6961,0.811,20,f,0,0,9154.546256,8750.93,7800,1354.55,0,0,0,01/03/12,6287.09,,01/05/16,590568,758577,7800,7800,7579.003318, 60 months,0.1361,179.92,C,C2,VSP,6 years,RENT,33996,Not Verified,01/10/10,Fully Paid,n,"  Borrower added on 10/01/10 > This loan is to help finance my husband in becoming a naturalized citizen.  He has lived in the U.S. as a refugee for 20 years.  It is also to help finance my first car.<br/> Borrower added on 10/01/10 > This money woul also help finance the infertility treatments that I am currently undergoing.<br/> Borrower added on 10/07/10 > My job is very stable right now.  Our company just picked up a very popular eyewear brand that is expected to increase our volume by a lot.<br/> Borrower added on 10/07/10 > I am a good borrower because I know I will have the funds to pay this loan back.  Between my husband and I, we currently have more than the required monthly payments to spare after we have paid all bills,groceries, gas, etc.<br/>",other,help,958xx,CA,16.27
590382,0,01/10/88,0,29,NA,18,0,15053,0.311,27,f,0,0,13735.34672,13669.94,10500,3235.35,0,0,0,01/10/15,254.21,,01/10/15,590382,758359,10500,10500,10450, 60 months,0.1112,228.93,B,B3,smart and final,6 years,MORTGAGE,84000,Not Verified,01/10/10,Fully Paid,n,  Borrower added on 10/05/10 > I run the produce section and work the register.<br/>,medical,dental,925xx,CA,19.47
590199,0,01/10/04,3,45,NA,9,0,3425,0.27,15,f,0,0,5952.009167,5952.01,5000,952.01,0,0,0,01/07/12,2520.65,,01/05/16,590199,758152,5000,5000,5000, 36 months,0.1435,171.74,C,C4,USMC,6 years,RENT,45600,Source Verified,01/10/10,Fully Paid,n,,debt_consolidation,Personal,299xx,SC,14.63
590188,0,01/05/00,2,NA,NA,8,0,13890,0.37,18,f,0,0,12970.76341,12938.34,10000,2970.76,0,0,0,01/10/15,221.19,,01/05/16,590188,758134,10000,10000,9975, 60 months,0.1075,216.18,B,B2,Brorsen Appraisal Service  P.C.,6 years,MORTGAGE,48996,Source Verified,01/10/10,Fully Paid,n,,debt_consolidation,Debt Consolodation,604xx,IL,6.42
590092,0,01/10/04,2,41,NA,7,0,997,0.285,17,f,0,0,8611.127124,8580.37,7000,1611.13,0,0,0,01/11/13,260.17,,01/10/13,590092,758024,7000,7000,6975, 36 months,0.1398,239.18,C,C3,Autozone,6 years,RENT,21600,Verified,01/10/10,Fully Paid,n,  Borrower added on 10/14/10 > land development<br/>,major_purchase,land improvement,368xx,AL,9.17
589554,0,01/05/95,0,NA,NA,14,0,197,0.009,39,f,0,0,7698.300004,7666.22,6000,1698.3,0,0,0,01/04/15,901.26,,01/04/16,589554,757351,6000,6000,5975, 60 months,0.1038,128.61,B,B1,"CAI Benefits, Inc.",6 years,RENT,27692,Source Verified,01/10/10,Fully Paid,n,  Borrower added on 09/29/10 > Personal Loan<br/> Borrower added on 09/29/10 > Personal Loan. Will be paying monthly. Will be paid on time. I have a steady job of 6 years. Always pay my bills on time<br/> Borrower added on 09/30/10 > Loan description to pay off some bills<br/>,major_purchase,Personal Loan,112xx,NY,4.38
589127,0,01/01/98,4,74,NA,8,0,7982,0.301,25,f,0,0,6157.084506,6157.08,5500,657.08,0,0,0,01/08/13,525.1,,01/05/16,589127,756825,5500,5500,5500, 36 months,0.0751,171.11,A,A4,Gate 1 Travel LTD,6 years,OWN,54996,Not Verified,01/09/10,Fully Paid,n,,other,Dental,191xx,PA,17.96
589107,0,01/11/99,5,NA,NA,10,0,15079,0.323,15,f,0,0,13767.93,13367.81,8545.04,5222.89,0,0,0,01/07/13,417.4,,01/05/16,589107,756799,18250,18250,18027.22964, 60 months,0.1323,417.4,C,C1,"PAML Pathology Assoc. Medical Labs,LLC",6 years,RENT,29784,Not Verified,01/09/10,Charged Off,n,  Borrower added on 09/28/10 > Debt consolidation..<br/>,debt_consolidation,Debt Consolidation,981xx,WA,12.65
588642,0,01/09/02,3,NA,NA,3,0,0,0,5,f,0,0,2890.710037,2890.71,2350,540.71,0,0,0,01/10/13,83.39,,01/10/13,588642,756244,2350,2350,2350, 36 months,0.1398,80.3,C,C3,US Army,6 years,RENT,44400,Not Verified,01/09/10,Fully Paid,n,,moving,Moving Loan,774xx,TX,10.3
588608,0,01/09/98,0,NA,NA,13,0,168,0.005,37,f,0,0,3742.427322,3608.77,3500,242.43,0,0,0,01/01/12,2239.6,,01/02/12,588608,756206,3500,3500,3375, 36 months,0.0676,107.69,A,A2,Capps Ag Center,6 years,OWN,65000,Not Verified,01/10/10,Fully Paid,n,  Borrower added on 09/28/10 > Purchasing a mint condition 92 dodge truck from a friend for $9500.00. I already have 6000.00 just need 3500 more to complete the purchase.<br/>,car,Truck Loan,758xx,TX,24.94
